"Менеджер","Контрагент","Итого","cnt_first","cnt_second"
Вигурин Владимир Олегович,ТЕТА-СТРОЙ ООО,14669.76,1,0
Чернышев Кирилл Анатольевич,ЭПСИЛОНТРАНС ООО,3895.20,1,0
Первов Роман Игоревич,КсиКонсалт ТОО (АРМЕНИЯ),1536270.00,2,1
Иполитов Алексей Владимирович,ПинскСервис ООО (БЕЛАРУСЬ),30434.52,0,2
Устинова Мария Александровна,КостюковичиИнвест ООО (БЕЛАРУСЬ),369250.78,0,2
Устинова Мария Александровна,БЕТАСТРОЙ ООО,311872.60,3,2
Матвеев Михаил Михайлович,"ООО ""АМТ Н.В.""",126770.00,1,0
Иполитов Алексей Владимирович,ОМИКРОНФИНАНС ООО,399886.46,1,0
Иполитов Алексей Владимирович,КлимовичМаш ООО (ТАДЖИКИСТАН),90720.00,0,1
Чернышев Кирилл Анатольевич,ЮНИТ ООО,1873351.92,4,2
Матвеев Михаил Михайлович,"Точка света (ООО ""Альфа"")",2993.76,0,1
Андреев Алексей Николаевич,УшачиИндустрия ООО (БЕЛАРУСЬ),2842.56,1,0
Вигурин Владимир Олегович,ФИКОМП ООО,12303.65,1,0
Стешина Оксана Александровна,АПТЕКА ООО,11946.18,1,0
Жарков Александр Павлович,ИНТЕРЬЕР ООО,302000.00,1,0
Зарубина Мария Витальевна,ПолоцкТех ООО (БЕЛАРУСЬ),306456.55,1,1
Чекмарёв Андрей Анатольевич,ТОРГСИБ ООО,15542.40,1,0
Марина Кондратьева,ФЬЮЧЕРС ООО,160273.00,3,1
Поздеев Дмитрий Михайлович,"ФИ-ТОРГ ООО, Барнаул",617029.19,2,1
Столяров Владимир Викторович,АлтайФинанс АО (МОЛДОВА),329745.47,2,5
Жарков Александр Павлович,ИНЖИНИРИНГ ООО,160000.00,0,1
Самохина Александра Владимировна,ОдессаИндустрия ООО,3239000.57,4,2
Муравлёв Андрей Петрович,ТЕТА-СТРОЙ ООО,859776.27,6,4
Албегов Альберт Тамерланович,"ООО ""АВТО-ГРУПП""",63000.00,0,1
Поздеев Дмитрий Михайлович,ЙОТА-ПЛЮС ООО,1003115.60,3,5
Поздеев Дмитрий Михайлович,"АЛЬФА-49 ООО, Москва",922504.54,2,0
Самохина Александра Владимировна,ЭПСИЛОНКОМП ООО,2001.70,1,0
Лапаткова Мария Александровна,МагаданКонсалт ТОО (КАЗАХСТАН),21579.60,1,1
Муравлёв Андрей Петрович,ТРУД-МАШ ООО,45559.54,3,2
Андреев Алексей Николаевич,ДубровноСервис ООО (БЕЛОРУСЬ),66033.01,3,0
Поздеев Дмитрий Михайлович,"ЭТА-ПЛЮС ООО, Челябинск",14011.21,2,0
Антоненко Андрей Викторович,РЕГИОН-ЭЛЕКТРО ООО,1756370.00,2,1
Малахов Алексей Александрович,ФИСТРОЙ ООО,245.28,0,1
Лапаткова Мария Александровна,КостюковичиМед ООО (УЗБЕКИСТАН),32944.00,0,1
Столяров Владимир Викторович,ЛАМБДАТРЕЙД ООО,911202.40,6,3
Марина Кондратьева,РязаньТрейд ТОО (КАЗАХСТАН),3968.00,0,1
Вигурин Владимир Олегович,СлуцкФарма АО (БЕЛАРУСЬ),36678.85,0,1
Зарубина Мария Витальевна,"ОАО ""АК ""АСТРАХАНСКИЕ АВИАЛИНИИ""",257655.25,4,4
Малахов Алексей Александрович,ГАММАТРЕЙД ООО,230808.00,2,0
Поздеев Дмитрий Михайлович,ГАММА-ЭНЕРГО ООО,246830.71,3,1
Устинова Мария Александровна,ТюменьСервис АО,1680670.74,3,4
Чернышев Кирилл Анатольевич,КСИ-СТРОЙ ООО,112920.00,1,0
Лапаткова Мария Александровна,"АО ""АРХАНГЕЛЬСКИЙ ЦБК"", АЦБК",22800.00,1,0
Вигурин Владимир Олегович,"ЭПСИЛОН-КОМ ООО, Нижний Новгород",98563.92,2,1
Поздеев Дмитрий Михайлович,"ЗЕТА-ЭЛЕКТРО ООО, Казань",18317.46,1,0
Малахов Алексей Александрович,ФИСТРАНС ООО,33813.87,2,0
Устинова Мария Александровна,ОрбитаЛогистика ТОО (АРМЕНИЯ),632995.41,6,3
Стешина Оксана Александровна,ООО «Группа Компаний «ЛИПЕЦКПРОФИЛЬ»,70813.00,2,2
Поздеев Дмитрий Михайлович,"СИГМА-ПЛЮС ООО, Тюмень",98760.48,0,1
Кузьмин Игорь Дмитриевич,РАПСОДИЯ ООО,9666.90,1,0
Первов Роман Игоревич,ПАРУСНИК ООО,545560.00,3,1
Петросян Асмик Самвеловна,СИГМА-ПЛЮС ООО,100174.76,0,1
Чернышев Кирилл Анатольевич,ЦЕФЕЙ ООО,36489.84,1,1
Муравлёв Андрей Петрович,АЛЬФА-СТРОЙ ООО,34876.26,1,1
Нечесова Наталья Валерьевна,НовосибирскИнновации ООО,749937.77,4,5
Иполитов Алексей Владимирович,ОМИКРОНСИСТЕМС ООО,94260.00,5,0
Зарубина Мария Витальевна,ДЕЛЬТА-МАШ ООО,4265.83,1,0
Петросян Асмик Самвеловна,ПИ-КОМ ООО,36404.02,0,1
Петросян Асмик Самвеловна,КурскФинанс ООО,74512.30,0,2
Муравлёв Андрей Петрович,ДЕЛЬТАЛОГИСТИК ООО,266822.73,2,2
Вигурин Владимир Олегович,"ООО ""МЕГАПРОМ-УРАЛ""",988533.00,6,3
Петросян Асмик Самвеловна,ТАУ-ТОРГ ООО,5499.36,0,1
Стешина Оксана Александровна,КарачаевоЧеркесияИнновации АО,32508.12,3,2
Иполитов Алексей Владимирович,ЛАМБДАМАШ ООО,147588.24,3,0
Первов Роман Игоревич,МАГИСТР ООО,287150.00,0,1
Столяров Владимир Викторович,КричевТранс АО (ГРУЗИЯ),4248.52,0,1
Вигурин Владимир Олегович,ЙОТА-ПЛЮС ООО,53133.36,2,2
Чернышев Кирилл Анатольевич,ФИКОМП ООО,7516.80,1,0
Марина Кондратьева,"КСИ-ТОРГ ООО, Пермь",1561171.88,3,1
Малахов Алексей Александрович,ЙОТАИНВЕСТ ООО,169903.98,2,2
Матвеев Михаил Михайлович,НЮ-ТОРГ ООО,29386.08,0,1
Поздеев Дмитрий Михайлович,УРАЛШИНА ООО,48657.43,1,0
Лапаткова Мария Александровна,СФЕРА ООО,2436.00,1,0
Вигурин Владимир Олегович,ЙотаЛогистика АО,2773.68,2,1
Чекмарёв Андрей Анатольевич,ЧукоткаИнновации АО,151097.17,1,3
Поздеев Дмитрий Михайлович,ДубровноИндустрия ТОО (АРМЕНИЯ),4270409.94,2,4
Вигурин Владимир Олегович,ФИСТРОЙ ООО,6854.40,1,0
Лапаткова Мария Александровна,ТАЙФУН ООО,2814.14,0,1
Поздеев Дмитрий Михайлович,АЛЬФАКОМ ООО,99143.34,3,3
Столяров Владимир Викторович,ТЕХНОСФЕРА ООО,1721527.95,6,5
Малахов Алексей Александрович,ДЕЛЬТА-ИНВЕСТ ООО,956391.17,0,1
Поздеев Дмитрий Михайлович,РечицаИндустрия ТОО (АРМЕНИЯ),379372.93,1,3
Антоненко Андрей Викторович,ОМИКРОН-ИНЖ ООО,27800.00,0,1
Столяров Владимир Викторович,РостовИнновации АО (ГРУЗИЯ),41964.42,2,0
Устинова Мария Александровна,ПинскСервис ООО (БЕЛАРУСЬ),114527.58,0,1
Первов Роман Игоревич,КРИСТАЛЛ ООО,1310550.00,0,1
Чернышев Кирилл Анатольевич,ЭЛЕКТРОМОНТАЖ ООО,201000.00,2,0
Вигурин Владимир Олегович,Андромеда ООО,12664.18,0,2
Устинова Мария Александровна,ЧайкаКом ОАО,1550028.67,6,5
Самохина Александра Владимировна,СИГМАТЕХ ООО,160628.22,1,0
Поздеев Дмитрий Михайлович,ИПСИЛОН-ЭЛЕКТРО ООО,52203.56,1,1
Антоненко Андрей Викторович,БОРА ООО,100400.00,1,0
Муравлёв Андрей Петрович,ЭФФЕКТ-ПЛЮС ООО,260365.28,1,1
Зарубина Мария Витальевна,ОрбитаЛогистика ТОО (АРМЕНИЯ),42411.14,1,0
Поздеев Дмитрий Михайлович,"ПИ-СТРОЙ ООО, Краснодар",210364.74,6,3
Иполитов Алексей Владимирович,ТЕТА-СТРОЙ ООО,2399.98,0,1
Вигурин Владимир Олегович,ЭПСИЛОНКОМП ООО,467389.40,2,0
Поздеев Дмитрий Михайлович,КАППА-ЭНЕРГО ООО,1078848.02,1,3
Зарубина Мария Витальевна,РоссоныСтрой ТОО (БЕЛАРУСЬ),3989.93,0,1
Поздеев Дмитрий Михайлович,"БЕТА-ЭНЕРГО ООО, Санкт-Петербург",20297.79,1,2
Самохина Александра Владимировна,РоссоныЭкспорт АО (УКРАИНА),43513.20,1,0
Лапаткова Мария Александровна,АстраханьЛогистика ТОО,17660.00,1,0
Устинова Мария Александровна,ТАУСИСТЕМС ООО,389029.66,5,5
Иполитов Алексей Владимирович,МЮТОРГ ООО,253780.96,4,1
Антоненко Андрей Викторович,ВЕСТА ООО,312600.00,1,0
